经度,纬度,业务时间,卡片记录编码,线路名称,车牌号
113.885429,22.587608,2014/6/9 11:07,326867773,631路,粤B83379
113.885429,22.587608,2014/6/9 11:07,326867773,631路,粤B83379
113.882896,22.588644,2014/6/9 11:08,20007645,631路,粤B83379
113.882896,22.588644,2014/6/9 11:08,280035212,631路,粤B83379
113.882896,22.588644,2014/6/9 11:08,20007645,631路,粤B83379
113.882896,22.588644,2014/6/9 11:08,280035212,631路,粤B83379
113.868232,22.585136,2014/6/9 11:12,20968586,631路,粤B83379
113.868232,22.585136,2014/6/9 11:12,20968586,631路,粤B83379
113.88829,22.562532,2014/6/9 11:32,361384377,631路,粤B83379
113.88829,22.562532,2014/6/9 11:32,327452224,631路,粤B83379
113.892715,22.590211,2014/6/9 13:40,293983553,631路,粤B83379
113.867385,22.584535,2014/6/9 13:52,325189386,631路,粤B83379
113.863342,22.568923,2014/6/9 15:57,280188978,631路,粤B83379
113.863342,22.568923,2014/6/9 15:57,280188978,631路,粤B83379
113.893577,22.587127,2014/6/9 17:59,326957880,631路,粤B83379
113.863456,22.569215,2014/6/9 18:24,327021670,631路,粤B83379
113.863456,22.569215,2014/6/9 18:24,325751308,631路,粤B83379
113.860939,22.575855,2014/6/9 19:30,280741420,631路,粤B83379
113.860939,22.575855,2014/6/9 19:30,293043976,631路,粤B83379
113.860939,22.575855,2014/6/9 19:30,280741420,631路,粤B83379
113.860939,22.575855,2014/6/9 19:30,293043976,631路,粤B83379
113.866096,22.566656,2014/6/9 21:34,326962122,631路,粤B83379
113.866096,22.566656,2014/6/9 21:34,326962122,631路,粤B83379
114.032394,22.758499,2014/6/9 15:33,23064874,627路,粤B87558
114.032394,22.758499,2014/6/9 15:33,323047731,627路,粤B87558
0,0,2014/6/9 5:47,330231305,M356,粤B87849
0,0,2014/6/9 5:47,292076453,M356,粤B87849
0,0,2014/6/9 5:47,292402888,M356,粤B87849
0,0,2014/6/9 5:54,323274395,M356,粤B87849
0,0,2014/6/9 5:54,660514593,M356,粤B87849
0,0,2014/6/9 5:54,323563195,M356,粤B87849
0,0,2014/6/9 5:54,329529493,M356,粤B87849
0,0,2014/6/9 6:02,20590843,M356,粤B87849
113.851013,22.744632,2014/6/9 20:11,292424974,655路,粤B90068
113.851013,22.744632,2014/6/9 20:11,281121654,655路,粤B90068
113.851013,22.744632,2014/6/9 20:11,20639270,655路,粤B90068
113.851013,22.744632,2014/6/9 20:11,291360367,655路,粤B90068
113.851013,22.744632,2014/6/9 20:11,291694689,655路,粤B90068
113.974342,22.680326,2014/6/9 7:36,329297783,M262（融）路,粤B96343
113.974342,22.680326,2014/6/9 7:36,329297783,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,296219800,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,296251899,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,292978076,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,292535007,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,321515101,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,660649191,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,296219800,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,296251899,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,292978076,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,292535007,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,321515101,M262（融）路,粤B96343
113.973632,22.681306,2014/6/9 7:37,660649191,M262（融）路,粤B96343
113.947196,22.685752,2014/6/9 7:44,293701631,M262（融）路,粤B96343
113.947196,22.685752,2014/6/9 7:44,293701631,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,296100357,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,292297122,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,327465270,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,324193544,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,296100357,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,292297122,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,327465270,M262（融）路,粤B96343
113.93914,22.683263,2014/6/9 7:46,324193544,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,296120461,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,324542257,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,361397042,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,296120461,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,324542257,M262（融）路,粤B96343
113.934913,22.683259,2014/6/9 7:49,361397042,M262（融）路,粤B96343
113.859748,22.649646,2014/6/9 5:55,680413449,M250路,粤B96853
113.859748,22.649646,2014/6/9 5:55,680965835,M250路,粤B96853
113.859748,22.649646,2014/6/9 5:55,680413449,M250路,粤B96853
113.859748,22.649646,2014/6/9 5:55,680965835,M250路,粤B96853
113.880241,22.590795,2014/6/9 6:14,660013732,M250路,粤B96853
113.880241,22.590795,2014/6/9 6:14,660013732,M250路,粤B96853
113.858291,22.565471,2014/6/9 6:49,292438172,M250路,粤B96853
113.858291,22.565471,2014/6/9 6:49,292438172,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,322414580,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,323016066,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,324461983,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,326867702,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,360436090,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,322414580,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,323016066,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,324461983,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,326867702,M250路,粤B96853
113.85968,22.564384,2014/6/9 6:51,360436090,M250路,粤B96853
113.860748,22.565868,2014/6/9 6:52,361380581,M250路,粤B96853
113.860748,22.565868,2014/6/9 6:52,320767396,M250路,粤B96853
113.860748,22.565868,2014/6/9 6:52,361380581,M250路,粤B96853
113.860748,22.565868,2014/6/9 6:52,320767396,M250路,粤B96853
113.855934,22.617134,2014/6/9 9:08,660012456,M250路,粤B96853
113.855934,22.617134,2014/6/9 9:08,323391679,M250路,粤B96853
113.856155,22.616891,2014/6/9 9:08,660012456,M250路,粤B96853
113.856155,22.616891,2014/6/9 9:08,323391679,M250路,粤B96853
113.856155,22.616891,2014/6/9 9:08,660012456,M250路,粤B96853
113.856155,22.616891,2014/6/9 9:08,323391679,M250路,粤B96853
113.876533,22.594404,2014/6/9 9:14,287112837,M250路,粤B96853
113.876533,22.594404,2014/6/9 9:14,287112837,M250路,粤B96853
113.884246,22.587165,2014/6/9 10:38,320277854,M250路,粤B96853
113.884246,22.587165,2014/6/9 10:38,320277854,M250路,粤B96853
113.85881,22.655525,2014/6/9 11:00,294140698,M250路,粤B96853
113.85881,22.655525,2014/6/9 11:00,294140698,M250路,粤B96853
113.863983,22.569471,2014/6/9 13:54,321193393,M250路,粤B96853
113.863983,22.569471,2014/6/9 13:54,324334952,M250路,粤B96853
113.863983,22.569471,2014/6/9 13:54,321193393,M250路,粤B96853
113.863983,22.569471,2014/6/9 13:54,324334952,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,296418157,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,298100552,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,322397642,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,293836826,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,324914655,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,290760949,M250路,粤B96853
113.896827,22.57452,2014/6/9 14:18,50549335,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,323295339,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,323840514,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,325908961,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,323295339,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,323840514,M250路,粤B96853
113.900817,22.718721,2014/6/9 15:54,325908961,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,293223535,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,294667472,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,324601381,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,325735919,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,325739217,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,151076979,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,251305547,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,293223535,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,294667472,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,324601381,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,325735919,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,325739217,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,151076979,M250路,粤B96853
113.857681,22.565925,2014/6/9 18:11,251305547,M250路,粤B96853
113.862747,22.664291,2014/6/9 7:18,293226170,B834路,粤BB3558
113.862747,22.664291,2014/6/9 7:18,293226170,B834路,粤BB3558
113.867843,22.584228,2014/6/9 8:57,323412136,B834路,粤BB3558
113.867843,22.584228,2014/6/9 8:57,291165306,B834路,粤BB3558
113.867843,22.584228,2014/6/9 8:57,323412136,B834路,粤BB3558
113.867843,22.584228,2014/6/9 8:57,291165306,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,325944354,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,328349484,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,291098555,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,325944354,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,328349484,B834路,粤BB3558
113.862258,22.579084,2014/6/9 13:57,291098555,B834路,粤BB3558
113.882614,22.585586,2014/6/9 7:59,292373432,603路,粤BC0022
113.882614,22.585586,2014/6/9 7:59,321640058,603路,粤BC0022
113.882614,22.585586,2014/6/9 7:59,680493393,603路,粤BC0022
113.882614,22.585586,2014/6/9 7:59,292373432,603路,粤BC0022
113.882614,22.585586,2014/6/9 7:59,321640058,603路,粤BC0022
113.882614,22.585586,2014/6/9 7:59,680493393,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,291230758,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,329686742,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,280866374,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,291230758,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,329686742,603路,粤BC0022
113.881607,22.583995,2014/6/9 8:00,280866374,603路,粤BC0022
113.895828,22.570087,2014/6/9 8:59,660446962,603路,粤BC0022
113.895828,22.570087,2014/6/9 8:59,660446962,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,321220629,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,325371520,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,23202422,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,321220629,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,325371520,603路,粤BC0022
113.85968,22.650846,2014/6/9 9:50,23202422,603路,粤BC0022
113.881851,22.584968,2014/6/9 10:10,660007446,603路,粤BC0022
113.881851,22.584968,2014/6/9 10:10,660007446,603路,粤BC0022
113.855697,22.617826,2014/6/9 19:45,328877654,603路,粤BC0022
113.855697,22.617826,2014/6/9 19:45,328877654,603路,粤BC0022
113.957534,22.686555,2014/6/9 9:56,361333296,M262（融）路,粤BC4463
113.957534,22.686555,2014/6/9 9:56,361333296,M262（融）路,粤BC4463
114.051177,22.549892,2014/6/9 11:22,280081830,M262（融）路,粤BC4463
114.051177,22.549892,2014/6/9 11:22,280081830,M262（融）路,粤BC4463
114.007942,22.659866,2014/6/9 12:06,328658014,M262（融）路,粤BC4463
113.92041,22.668115,2014/6/9 13:55,329328120,M262（融）路,粤BC4463
113.92041,22.668115,2014/6/9 13:55,329328120,M262（融）路,粤BC4463
113.928131,22.680866,2014/6/9 14:01,293395418,M262（融）路,粤BC4463
113.928131,22.680866,2014/6/9 14:01,293395418,M262（融）路,粤BC4463
114.01509,22.649299,2014/6/9 14:31,325976406,M262（融）路,粤BC4463
114.01509,22.649299,2014/6/9 14:31,325976406,M262（融）路,粤BC4463
114.030982,22.643644,2014/6/9 14:37,322981624,M262（融）路,粤BC4463
114.030982,22.643644,2014/6/9 14:37,326539233,M262（融）路,粤BC4463
114.030982,22.643644,2014/6/9 14:37,322981624,M262（融）路,粤BC4463
114.030982,22.643644,2014/6/9 14:37,326539233,M262（融）路,粤BC4463
113.937179,22.675365,2014/6/9 6:55,251218499,769路,粤BC6885
113.937179,22.675365,2014/6/9 6:55,323661297,769路,粤BC6885
113.937179,22.675365,2014/6/9 6:55,324177631,769路,粤BC6885
113.937179,22.675365,2014/6/9 6:55,251218499,769路,粤BC6885
113.937179,22.675365,2014/6/9 6:55,323661297,769路,粤BC6885
113.937179,22.675365,2014/6/9 6:55,324177631,769路,粤BC6885
113.92794,22.684711,2014/6/9 7:07,296241231,769路,粤BC6885
113.92794,22.684711,2014/6/9 7:07,293934837,769路,粤BC6885
113.92794,22.684711,2014/6/9 7:07,296241231,769路,粤BC6885
113.92794,22.684711,2014/6/9 7:07,293934837,769路,粤BC6885
113.931373,22.675348,2014/6/9 8:21,292679641,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,292011322,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,293353218,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,326792944,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,292011322,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,293353218,769路,粤BC6885
113.933685,22.675422,2014/6/9 10:43,326792944,769路,粤BC6885
113.927116,22.685045,2014/6/9 11:48,360334627,769路,粤BC6885
113.927116,22.685045,2014/6/9 11:48,360334627,769路,粤BC6885
113.926544,22.679611,2014/6/9 16:45,293100428,769路,粤BC6885
113.926544,22.679611,2014/6/9 16:45,293100428,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,291165350,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,291701549,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292330448,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292512692,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292841089,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292944176,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,293850834,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,293955022,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,298027225,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,328792265,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,700227867,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,291165350,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,291701549,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292330448,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292512692,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292841089,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,292944176,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,293850834,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,293955022,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,298027225,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,328792265,769路,粤BC6885
113.917449,22.698448,2014/6/9 19:10,700227867,769路,粤BC6885
113.927673,22.680786,2014/6/9 6:35,330650407,767路,粤BC6906
113.927673,22.680786,2014/6/9 6:35,660530561,767路,粤BC6906
113.927673,22.680786,2014/6/9 6:35,294674088,767路,粤BC6906
113.927673,22.680786,2014/6/9 6:35,330650407,767路,粤BC6906
113.927673,22.680786,2014/6/9 6:35,660530561,767路,粤BC6906
113.927673,22.680786,2014/6/9 6:35,294674088,767路,粤BC6906
113.912178,22.666027,2014/6/9 8:51,322456753,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,329608804,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475626,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475632,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475633,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,329608804,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475626,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475632,767路,粤BC6906
113.928649,22.681505,2014/6/9 11:21,361475633,767路,粤BC6906
113.931549,22.6877,2014/6/9 12:45,326345581,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,294418319,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,328657195,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,361107232,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,294418319,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,328657195,767路,粤BC6906
113.928535,22.681505,2014/6/9 12:50,361107232,767路,粤BC6906
113.931549,22.687519,2014/6/9 15:15,280823508,767路,粤BC6906
113.931549,22.687519,2014/6/9 15:15,291108822,767路,粤BC6906
113.931549,22.687519,2014/6/9 15:15,280823508,767路,粤BC6906
113.931549,22.687519,2014/6/9 15:15,291108822,767路,粤BC6906
113.927597,22.636901,2014/6/9 15:53,285083112,767路,粤BC6906
113.927597,22.636901,2014/6/9 15:53,285083112,767路,粤BC6906
114.02742,22.668199,2014/6/9 19:05,660046365,E9路,粤BC7043
114.023315,22.64545,2014/6/9 19:17,323193913,E9路,粤BC7043
113.932434,22.692356,2014/6/9 15:53,294074262,767路,粤BC7437
113.932434,22.692356,2014/6/9 15:53,291777559,767路,粤BC7437
113.932434,22.692356,2014/6/9 15:53,329797512,767路,粤BC7437
113.932434,22.692356,2014/6/9 15:53,294074262,767路,粤BC7437
113.932434,22.692356,2014/6/9 15:53,291777559,767路,粤BC7437
113.932434,22.692356,2014/6/9 15:53,329797512,767路,粤BC7437
113.931968,22.690132,2014/6/9 15:54,293368691,767路,粤BC7437
113.931968,22.690132,2014/6/9 15:54,293368691,767路,粤BC7437
113.881309,22.562822,2014/6/9 8:59,326817589,M210路,粤BC7470
113.881309,22.562822,2014/6/9 8:59,293596586,M210路,粤BC7470
113.881309,22.562822,2014/6/9 8:59,293840587,M210路,粤BC7470
113.881309,22.562822,2014/6/9 8:59,290896269,M210路,粤BC7470
113.857261,22.624711,2014/6/9 16:23,294097274,M210路,粤BC7470
113.857261,22.624711,2014/6/9 16:23,294097274,M210路,粤BC7470
113.862747,22.574371,2014/6/9 16:48,23151966,M210路,粤BC7470
113.862747,22.574371,2014/6/9 16:48,280033876,M210路,粤BC7470
113.862747,22.574371,2014/6/9 16:48,23151966,M210路,粤BC7470
113.862747,22.574371,2014/6/9 16:48,280033876,M210路,粤BC7470
113.865234,22.572326,2014/6/9 16:49,326951104,M210路,粤BC7470
113.865234,22.572326,2014/6/9 16:49,296325066,M210路,粤BC7470
